source airport,destination airport,airplane type,flight_hours,total Cost,break even cost per ticket, profit/loss per flight,profit/loss per hour, percent full
John F. Kennedy International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,6.184306452166441,45907.68965803817,1285.9296822979882,31248.091279841115,5052.804469108175,0.5042016806722689
John F. Kennedy International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,6.184306452166441,56384.61207254772,994.437602690436,3281.644088878442,530.6406004069931,0.31746031746031744
John F. Kennedy International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,6.585266980383825,44437.24440687894,1097.2159112809616,21395.710269978757,3249.0270073654174,0.4444444444444444
John F. Kennedy International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,6.585266980383825,38923.074715031806,810.897389896496,9730.768678757951,1477.6574294928269,0.375
Miami International Airport,Los Angeles International Airport,Boeing 737-600,3.8226186935777426,29903.8130032111,837.6418208182382,1926.5761878819503,503.99381741075257,0.31932773109243695
Seattle-Tacoma International Airport,Los Angeles International Airport,Boeing 737-600,1.598585016557595,14832.74337778281,415.4830077810311,5941.407011268746,3716.666270313866,0.42016806722689076
Seattle-Tacoma International Airport,Los Angeles International Airport,Airbus A200-100,1.7022295396091314,14452.647118913239,356.85548441761085,3390.127101967304,1991.5804673121525,0.37037037037037035
Seattle-Tacoma International Airport,Los Angeles International Airport,Airbus A220-300,1.7022295396091314,13027.286148152341,271.40179475317376,542.8035895063458,318.87802254388396,0.3125
Phoenix Sky Harbor International Airport,Los Angeles International Airport,Boeing 737-600,0.6126997615947364,8151.933876671211,228.34548674149053,5548.79532781822,9056.304042580012,0.5042016806722689
Phoenix Sky Harbor International Airport,Los Angeles International Airport,Boeing 767-800,0.6126997615947364,9189.917345839014,162.07967100245176,534.8629143080907,872.9608657198564,0.31746031746031744
Phoenix Sky Harbor International Airport,Los Angeles International Airport,Airbus A200-100,0.6524242516321973,8006.2519862616955,197.68523422868384,3854.862067459335,5908.52050305528,0.4444444444444444
Phoenix Sky Harbor International Airport,Los Angeles International Airport,Airbus A220-300,0.6524242516321973,7459.944897226009,155.4155186922085,1864.9862243065018,2858.5482830241012,0.375
Phoenix Sky Harbor International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,9.450200537058825,68038.88202767677,1905.8510371898255,13912.71257148574,1472.2134749339168,0.36134453781512604
Phoenix Sky Harbor International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,10.062905846604398,65791.90371091617,1624.4914496522513,4061.2286241306283,403.584082574025,0.31851851851851853
Newark Liberty International Airport,O'Hare International Airport,Boeing 737-600,1.1861304837618665,12037.762777751359,337.19223467090643,2798.695547768524,2359.517427536585,0.3697478991596639
Newark Liberty International Airport,O'Hare International Airport,Airbus A200-100,1.2630334491925808,11755.736013619735,290.2650867560428,1015.9278036461492,804.3554224914639,0.32592592592592595
Newark Liberty International Airport,Los Angeles International Airport,Boeing 737-600,3.998860669306984,31098.109256268413,871.0954973744655,42945.00802056115,10739.310911776194,0.7142857142857143
Newark Liberty International Airport,Los Angeles International Airport,Boeing 767-800,3.998860669306984,37872.63657033552,667.9477349265524,18902.920898421435,4727.076650484392,0.4497354497354497
Newark Liberty International Airport,Los Angeles International Airport,Airbus A200-100,4.25812745995436,30147.298405171285,744.3777383992909,33124.80935876844,7779.196294683834,0.6296296296296297
Newark Liberty International Airport,Los Angeles International Airport,Airbus A220-300,4.25812745995436,26581.757713557014,553.7866190324378,20490.1049042002,4811.99895890853,0.53125
Newark Liberty International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,6.209657899766697,46079.48266451853,1290.7418113310514,31365.02601534455,5051.007079878421,0.5042016806722689
Newark Liberty International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,6.209657899766697,56599.35333064816,998.224926466458,3294.142257339314,530.4869141765569,0.31746031746031744
Newark Liberty International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,6.612262093268054,44603.009588570516,1101.3088787301363,21475.523135237665,3247.833015739334,0.4444444444444444
Newark Liberty International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,6.612262093268054,39066.235553765444,813.8799073701134,9766.55888844136,1477.0374723023601,0.375
San Francisco International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,2.45562289114351,20640.424085576517,578.1631396520033,751.6120815476061,306.0779748626642,0.31092436974789917
San Francisco International Airport,O'Hare International Airport,Boeing 737-600,3.10304494490022,25027.652098363826,701.0546806264377,7921.917891078745,2552.9497740914862,0.3949579831932773
San Francisco International Airport,O'Hare International Airport,Airbus A200-100,3.304231375393751,24289.83974403527,599.7491294823524,3898.3693416352908,1179.8112476825988,0.34814814814814815
San Francisco International Airport,Los Angeles International Airport,Boeing 737-600,0.5627806058957732,7813.658841110742,218.86999554932055,11665.770762778788,20728.80735506242,0.7478991596638656
San Francisco International Airport,Los Angeles International Airport,Boeing 767-800,0.5627806058957732,8767.073551388428,154.62210849009574,4994.294104230092,8874.318076900883,0.4708994708994709
San Francisco International Airport,Los Angeles International Airport,Airbus A200-100,0.5992685792450596,7679.846250194576,189.62583333813768,9196.85291689968,15346.796470600204,0.6592592592592592
San Francisco International Airport,Los Angeles International Airport,Airbus A220-300,0.5992685792450596,7178.049034258951,149.54268821372816,6131.250216762855,10231.222575504991,0.55625
San Francisco International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,9.63113910833541,69265.00456071709,1940.1962061825518,54907.552634966225,5701.044499237446,0.5378151260504201
San Francisco International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,9.63113910833541,85581.25570089638,1509.369589081065,11018.398000291781,1144.038921705092,0.3386243386243386
San Francisco International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,10.255575599974739,66975.00440069195,1653.7038123627642,38862.03959052496,3789.3572341878776,0.4740740740740741
San Francisco International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,10.255575599974739,58387.50380059758,1216.4063291791163,19462.50126686586,1897.7483103838463,0.4
George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,Boeing 737-600,0.37203983008769315,6521.112085944974,182.66420408809452,237.4634653145231,638.2743085829031,0.31092436974789917
George Bush Intercontinental Airport,O'Hare International Airport,Boeing 737-600,1.5494727101379986,14499.935922049122,406.16067008540966,4589.615571965131,2962.0499554047465,0.3949579831932773
George Bush Intercontinental Airport,O'Hare International Airport,Airbus A200-100,1.6499330287073852,14131.5171177667,348.9263485868321,2268.0212658144083,1374.614136666659,0.34814814814814815
George Bush Intercontinental Airport,Los Angeles International Airport,Boeing 737-600,2.2655098908443008,19352.131424447667,542.0765104887303,29434.75451953806,12992.551759978605,0.7563025210084033
George Bush Intercontinental Airport,Los Angeles International Airport,Boeing 767-800,2.2655098908443008,23190.164280559587,408.99760635907563,13619.62029175722,6011.724047994121,0.47619047619047616
George Bush Intercontinental Airport,Los Angeles International Airport,Airbus A200-100,2.412394598052887,18813.46014639688,464.5298801579476,22994.229067818407,9531.703099641207,0.6666666666666666
George Bush Intercontinental Airport,Los Angeles International Airport,Airbus A220-300,2.412394598052887,16793.44285370639,349.8633927855498,14694.262496993095,6091.152131103782,0.5625
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Boeing 737-600,8.640081058562501,62549.14183557123,1752.0768021168415,49583.77349990662,5738.808833369459,0.5378151260504201
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Boeing 767-800,8.640081058562501,77186.42729446404,1361.312650696015,9937.58235008092,1150.1723517087341,0.3386243386243386
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Airbus A200-100,9.200262138183586,60494.785981691544,1493.6984193010258,35101.912853574104,3815.3165992838003,0.4740740740740741
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,Airbus A220-300,9.200262138183586,52790.95152964268,1099.8114902008892,17596.983843214228,1912.6611371410786,0.4
Logan International Airport,Los Angeles International Airport,Boeing 737-600,4.249990694345055,32799.88119052048,918.7641790061759,23244.733728856256,5469.361088198427,0.5126050420168067
Logan International Airport,Los Angeles International Airport,Boeing 767-800,4.249990694345055,39999.851488150605,705.4647528774358,3033.498437372975,713.7659010428616,0.32275132275132273
Logan International Airport,Los Angeles International Airport,Airbus A200-100,4.525539541560833,31789.35904348468,784.9224455181403,16090.91013312188,3555.5782874835336,0.45185185185185184
Logan International Airport,Los Angeles International Airport,Airbus A220-300,4.525539541560833,27999.900992100404,583.3312706687584,7583.306518693862,1675.6690443319876,0.38125
Logan International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,5.859714276239895,43708.10458259422,1224.3166549746281,10161.828236289417,1734.1849375649308,0.3697478991596639
Logan International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,6.239629817226877,42314.83775513479,1044.8108087687601,3656.8378306906598,586.0664715388347,0.32592592592592595
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,Boeing 737-600,3.8224102170825267,29902.400271107665,837.6022484904108,1926.4851715279474,503.99749428211464,0.31932773109243695
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,Boeing 737-600,2.5215595322507873,21087.2409297918,590.6790176412269,6083.993881704639,2412.790102272129,0.3865546218487395
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,Airbus A200-100,2.685045260165948,20487.68861646577,505.8688547275499,2782.2787010015236,1036.2129615757635,0.34074074074074073
LaGuardia Airport,O'Hare International Airport,Boeing 737-600,1.2098869897375977,12198.747730145094,341.70161709089905,2836.1234218544632,2344.1225882341014,0.3697478991596639
LaGuardia Airport,O'Hare International Airport,Airbus A200-100,1.2883302121491562,11911.072371192637,294.1005523751268,1029.3519333129443,798.9814440474918,0.32592592592592595
LaGuardia Airport,Los Angeles International Airport,Boeing 737-600,4.0236426575294635,31266.043345494058,875.7995334872286,43176.91700092037,10730.803074702268,0.7142857142857143
LaGuardia Airport,Los Angeles International Airport,Boeing 767-800,4.0236426575294635,38082.55418186758,671.6499855708568,19007.69459165525,4724.0016595624,0.4497354497354497
LaGuardia Airport,Los Angeles International Airport,Airbus A200-100,4.284516192468187,30309.34007021357,748.3787671657672,33302.855138876635,7772.839135821264,0.6296296296296297
LaGuardia Airport,Los Angeles International Airport,Airbus A220-300,4.284516192468187,26721.702787911716,556.7021414148275,20597.979232348618,4807.539126251431,0.53125
LaGuardia Airport,Paris Charles de Gaulle Airport,Boeing 737-600,6.181733270394572,45890.25260119708,1285.4412493332516,31236.22235879801,5052.987728926105,0.5042016806722689
LaGuardia Airport,Paris Charles de Gaulle Airport,Boeing 767-800,6.181733270394572,56362.81575149635,994.0531878570786,3280.3755199283623,530.6562700850695,0.31746031746031744
LaGuardia Airport,Paris Charles de Gaulle Airport,Airbus A200-100,6.582526965947626,44420.41917659367,1096.80047349614,21387.609233174735,3249.1487454310422,0.4444444444444444
LaGuardia Airport,Paris Charles de Gaulle Airport,Airbus A220-300,6.582526965947626,38908.5438343309,810.5946632152271,9727.13595858273,1477.720639642287,0.375
Detroit Metropolitan Airport,Los Angeles International Airport,Boeing 737-600,3.236573254567275,25932.501009938875,726.4005885136941,13293.130769800606,4107.162027320737,0.453781512605042
Detroit Metropolitan Airport,Los Angeles International Airport,Airbus A200-100,3.4464170150282305,25162.939570993654,621.3071499010779,8387.646523664549,2433.729431780862,0.4
Detroit Metropolitan Airport,Los Angeles International Airport,Airbus A220-300,3.4464170150282305,22277.08417494906,464.10592031143875,2784.635521868633,807.9798555212923,0.3375
Detroit Metropolitan Airport,Paris Charles de Gaulle Airport,Boeing 737-600,6.756813572381467,49787.25980977016,1394.6011151196126,3207.5825647751117,474.7182278176407,0.31932773109243695
Philadelphia International Airport,O'Hare International Airport,Boeing 737-600,1.119021135988173,11582.999136685661,324.4537573301306,1719.6049138496928,1536.7045880962407,0.3445378151260504
Philadelphia International Airport,O'Hare International Airport,Airbus A200-100,1.1915730557939996,11316.928991538798,279.43034547009376,139.7151727350465,117.25271233323407,0.3037037037037037
Philadelphia International Airport,Los Angeles International Airport,Boeing 737-600,3.914871235921733,30528.958432956526,855.1528972816955,36172.967555015726,9239.886927340796,0.6554621848739496
Philadelphia International Airport,Los Angeles International Airport,Boeing 767-800,3.914871235921733,37161.19804119566,655.4003181868724,13960.026777380386,3565.8967910073757,0.4126984126984127
Philadelphia International Airport,Los Angeles International Airport,Airbus A200-100,4.168692557811164,29598.11778618612,730.8177231157067,27405.664616839,6574.163058747791,0.5777777777777777
Philadelphia International Airport,Los Angeles International Airport,Airbus A220-300,4.168692557811164,26107.465360797105,543.9055283499397,16317.16585049819,3914.216657672104,0.4875
Philadelphia International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,6.348424576681344,47019.82914896208,1317.0820489905348,26736.765594507866,4211.559146928478,0.47058823529411764
Philadelphia International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,6.760025730554091,45510.36145952482,1123.7126286302425,17417.54574376876,2576.550214157412,0.4148148148148148
Philadelphia International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,6.760025730554091,39849.85762413507,830.2053671694806,6641.642937355849,982.4878191419934,0.35
San Diego International Airport,Los Angeles International Airport,Boeing 737-600,-0.0010319917440660474,3993.006751836364,111.84892862286735,480.9503930783303,-466040.9308929021,0.33613445378151263
Tampa International Airport,Los Angeles International Airport,Boeing 737-600,3.5258385710718505,27892.695124941256,781.3079866930325,2578.3163560870125,731.2633020811295,0.3277310924369748
Paris Charles de Gaulle Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,7.057982209790439,51828.116272639665,1451.7679628190383,32374.425570864558,4586.923657296353,0.48739495798319327
Paris Charles de Gaulle Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,7.057982209790439,63785.145340799594,1124.9584716190404,1462.4460131047526,207.20454793384562,0.30687830687830686
Paris Charles de Gaulle Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,7.515587649765863,50149.936754301445,1238.270043316085,21669.725758031484,2883.304242843415,0.42962962962962964
Paris Charles de Gaulle Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,7.515587649765863,43856.76356053306,913.682574177772,9136.82574177772,1215.7167433290947,0.3625
Paris Charles de Gaulle Airport,Dallas/Fort Worth International Airport,Boeing 737-600,7.914147656979092,57629.88501327967,1614.2824933691786,58598.45450930119,7404.266011846031,0.6050420168067226
Paris Charles de Gaulle Airport,Dallas/Fort Worth International Airport,Boeing 767-800,7.914147656979092,71037.35626659959,1252.8634262186877,19168.81042114593,2422.094109432228,0.38095238095238093
Paris Charles de Gaulle Airport,Dallas/Fort Worth International Airport,Airbus A200-100,8.427262724849166,55748.13466193653,1376.497152146581,43359.6602926173,5145.165364877522,0.5333333333333333
Paris Charles de Gaulle Airport,Dallas/Fort Worth International Airport,Airbus A220-300,8.427262724849166,48691.57084439972,1014.4077259249942,24345.785422199864,2888.931580406568,0.45
Paris Charles de Gaulle Airport,O'Hare International Airport,Boeing 737-600,6.678167959375258,49254.32115798718,1379.6728615682684,74916.23638315697,11218.082090610578,0.7563025210084033
Paris Charles de Gaulle Airport,O'Hare International Airport,Boeing 767-800,6.678167959375258,60567.90144748398,1068.2169567457493,35571.62465963345,5326.554359821938,0.47619047619047616
Paris Charles de Gaulle Airport,O'Hare International Airport,Airbus A200-100,7.1111480798182685,47666.450240163074,1176.9493886460018,58258.99473797709,8192.628543809757,0.6666666666666666
Paris Charles de Gaulle Airport,O'Hare International Airport,Airbus A220-300,7.1111480798182685,41711.93429832265,868.9986312150553,36497.94251103232,5132.496483178994,0.5625
Paris Charles de Gaulle Airport,Los Angeles International Airport,Boeing 737-600,9.018146215522997,65111.08429281599,1823.839896157311,248589.37784624146,27565.463223288938,1.4453781512605042
Paris Charles de Gaulle Airport,Los Angeles International Airport,Boeing 767-800,9.018146215522997,80388.85536601998,1417.7928635982362,163471.51717287663,18126.953507528186,0.91005291005291
Paris Charles de Gaulle Airport,Los Angeles International Airport,Airbus A200-100,9.602839211914047,62966.83572113824,1554.736684472549,204447.87400814024,21290.356893041167,1.2740740740740741
Paris Charles de Gaulle Airport,Los Angeles International Airport,Airbus A220-300,9.602839211914047,54925.90357734665,1144.2896578613886,141891.9175748122,14776.038049118826,1.075
Paris Charles de Gaulle Airport,John F. Kennedy International Airport,Boeing 737-600,5.868190486980567,43765.54326418993,1225.92558162997,33467.768378498185,5703.251871722858,0.5294117647058824
Paris Charles de Gaulle Airport,John F. Kennedy International Airport,Boeing 767-800,5.868190486980567,53706.929080237416,947.2121530906071,5967.4365644708305,1016.9125521249617,0.3333333333333333
Paris Charles de Gaulle Airport,John F. Kennedy International Airport,Airbus A200-100,6.248655584488099,42370.2610443938,1046.1792850467605,23539.033913552106,3767.0557442766253,0.4666666666666667
Paris Charles de Gaulle Airport,John F. Kennedy International Airport,Airbus A220-300,6.248655584488099,37137.952720158275,773.7073483366307,11605.610225049459,1857.2971526642737,0.39375
Paris Charles de Gaulle Airport,Seattle-Tacoma International Airport,Boeing 737-600,8.013642963120924,58304.11072387051,1633.1683676154205,3756.287245515472,468.7365362796973,0.31932773109243695
Paris Charles de Gaulle Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,8.73086573846061,63164.34035787949,1769.3092537221148,16454.576059615683,1884.6442669632538,0.37815126050420167
Paris Charles de Gaulle Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,9.296932857767397,61088.39859093636,1508.3555207638608,6787.599843437369,730.0902294638461,0.3333333333333333
Paris Charles de Gaulle Airport,Newark Liberty International Airport,Boeing 737-600,5.891010004195916,43920.17875209854,1230.2571079019199,33586.01904572241,5701.232729498085,0.5294117647058824
Paris Charles de Gaulle Airport,Newark Liberty International Airport,Boeing 767-800,5.891010004195916,53900.223440123176,950.6212246935305,5988.913715569244,1016.6191724854643,0.3333333333333333
Paris Charles de Gaulle Airport,Newark Liberty International Airport,Airbus A200-100,6.2729546088635635,42519.47072570912,1049.8634747088672,23621.928180949515,3765.6781618620653,0.4666666666666667
Paris Charles de Gaulle Airport,Newark Liberty International Airport,Airbus A220-300,6.2729546088635635,37266.81562674878,776.3919922239329,11645.879883358997,1856.522262556084,0.39375
Paris Charles de Gaulle Airport,San Francisco International Airport,Boeing 737-600,8.885042232774568,64209.11081455864,1798.5745326206904,54496.808338406925,6133.545222484439,0.5546218487394958
Paris Charles de Gaulle Airport,San Francisco International Airport,Boeing 767-800,8.885042232774568,79261.3885181983,1397.908086740711,13000.545206688621,1463.1945314489392,0.3492063492063492
Paris Charles de Gaulle Airport,San Francisco International Airport,Airbus A200-100,9.461105410503908,62096.51043510045,1533.2471712370482,39097.80286654473,4132.477249765928,0.4888888888888889
Paris Charles de Gaulle Airport,San Francisco International Airport,Airbus A220-300,9.461105410503908,54174.2590121322,1128.6303960860876,20315.347129549584,2147.2487883915846,0.4125
Paris Charles de Gaulle Airport,George Bush Intercontinental Airport,Boeing 737-600,8.034980878980887,58448.706203206,1637.21866115423,51244.944094127415,6377.730683613903,0.5630252100840336
Paris Charles de Gaulle Airport,George Bush Intercontinental Airport,Boeing 767-800,8.034980878980887,72060.88275400751,1270.915039753219,13090.424909458161,1629.1793479810344,0.3544973544973545
Paris Charles de Gaulle Airport,George Bush Intercontinental Airport,Airbus A200-100,8.55593018871701,56538.22528379527,1396.005562562846,36994.147407915414,4323.801923571189,0.4962962962962963
Paris Charles de Gaulle Airport,George Bush Intercontinental Airport,Airbus A220-300,8.55593018871701,49373.921836005,1028.6233715834376,19543.84406008532,2284.245386417299,0.41875
Paris Charles de Gaulle Airport,Logan International Airport,Boeing 737-600,5.575166215273272,41779.876749122566,1170.3046708437696,12054.138109690837,2162.112777313849,0.3865546218487395
Paris Charles de Gaulle Airport,Logan International Airport,Airbus A200-100,5.936633035823958,40454.26703862704,998.8707910772109,5493.789350924664,925.4049084342923,0.34074074074074073
Paris Charles de Gaulle Airport,LaGuardia Airport,Boeing 737-600,5.865873760686937,43749.84406699021,1225.4858282070088,33455.763110051346,5703.457741329474,0.5294117647058824
Paris Charles de Gaulle Airport,LaGuardia Airport,Boeing 767-800,5.865873760686937,53687.30508373777,946.8660508595726,5965.25612041531,1016.9424648028454,0.3333333333333333
Paris Charles de Gaulle Airport,LaGuardia Airport,Airbus A200-100,6.246188652863343,42355.11269621863,1045.8052517584847,23530.6181645659,3767.1962011232445,0.4666666666666667
Paris Charles de Gaulle Airport,LaGuardia Airport,Airbus A220-300,6.246188652863343,37124.87005582518,773.4347928296912,11601.521892445366,1857.376159640497,0.39375
Paris Charles de Gaulle Airport,Detroit Metropolitan Airport,Boeing 737-600,6.381191404823813,47241.872166314795,1323.3017413533557,7013.49922917279,1099.0893054659023,0.3445378151260504
Paris Charles de Gaulle Airport,Detroit Metropolitan Airport,Airbus A200-100,6.794917001400302,45724.613493812525,1129.0028023163586,564.5014011581807,83.07701198437711,0.3037037037037037
Paris Charles de Gaulle Airport,Philadelphia International Airport,Boeing 737-600,6.015747808836416,44765.459180216356,1253.9344308183854,27962.737807249992,4648.256325867927,0.48739495798319327
Paris Charles de Gaulle Airport,Philadelphia International Airport,Boeing 767-800,6.015747808836416,54956.82397527044,969.2561547666745,1260.0330011966798,209.45575533366636,0.30687830687830686
Paris Charles de Gaulle Airport,Philadelphia International Airport,Airbus A200-100,6.405779809629106,43335.09219143684,1070.0022763317738,18725.03983580605,2923.14759362455,0.42962962962962964
Paris Charles de Gaulle Airport,Philadelphia International Airport,Airbus A220-300,6.405779809629106,37971.215983513626,791.0669996565339,7910.669996565339,1234.9269303128553,0.3625
